steps: 30, adversary: RedMeanderAgent, mean: -5.6366, standard deviation 1.3188023656635133
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.191.192/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.191.199'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.191.202'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.191.194'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.191.204'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.191.193'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.191.193'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.241.157'), ('Restore User3', 'ExploitRemoteService 10.0.191.199'), ('Analyse User1', 'ExploitRemoteService 10.0.191.202'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.204'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.191.194'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.191.194'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.241.157'), ('Analyse User1', 'ExploitRemoteService 10.0.241.154'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1')], total reward: -5.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.42.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.42.246'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.42.243'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.42.249'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.42.250'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.42.248'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.42.243'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.32.44'), ('Restore User1', 'ExploitRemoteService 10.0.32.44'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.246'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.32.40'), ('Analyse User4', 'ExploitRemoteService 10.0.32.40'), ('Analyse User4', 'ExploitRemoteService 10.0.32.40'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.32.40'), ('Analyse User1', 'ExploitRemoteService 10.0.32.40'), ('Analyse User1', 'ExploitRemoteService 10.0.42.248'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.42.250'), ('Analyse User1', 'ExploitRemoteService 10.0.42.248'), ('Analyse User1', 'ExploitRemoteService 10.0.32.44'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.249'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.32.40'), ('Analyse User1', 'ExploitRemoteService 10.0.32.40'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.32.40'), ('Analyse User1', 'ExploitRemoteService 10.0.32.40')], total reward: -5.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.243.144/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.243.148'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.243.153'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.243.157'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.243.147'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.243.155'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.243.148'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.82.11'), ('Analyse User1', 'ExploitRemoteService 10.0.243.153'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.243.153'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.243.155'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.243.147'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.82.6'), ('Restore User1', 'ExploitRemoteService 10.0.82.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.243.153'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.82.11'), ('Analyse User4', 'ExploitRemoteService 10.0.82.6'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.82.11'), ('Analyse User4', 'ExploitRemoteService 10.0.243.153'), ('Analyse User1', 'ExploitRemoteService 10.0.243.153'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.243.157'), ('Analyse User4', 'ExploitRemoteService 10.0.82.11'), ('Analyse User1', 'ExploitRemoteService 10.0.82.6')], total reward: -7.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.181.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.181.55'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.181.54'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.181.50'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.181.56'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.181.49'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.181.50'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.181.56'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.18.26'), ('Restore User3', 'ExploitRemoteService 10.0.18.26'), ('Analyse User1', 'ExploitRemoteService 10.0.18.26'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.181.49'), ('DecoyHarakaSMPT Enterprise0', 'PrivilegeEscalate User1'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.18.23'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.181.55'), ('Analyse User1', 'ExploitRemoteService 10.0.18.23'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore User1', 'ExploitRemoteService 10.0.181.50'), ('Analyse User1', 'ExploitRemoteService 10.0.181.50'), ('Analyse User1', 'ExploitRemoteService 10.0.18.26'), ('Analyse User1', 'ExploitRemoteService 10.0.181.50'), ('Analyse User1', 'ExploitRemoteService 10.0.18.23'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.181.54'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.181.50'), ('Restore User2', 'PrivilegeEscalate User2')], total reward: -9.2
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.134.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.134.252'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.134.241'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.134.244'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.134.242'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.134.247'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.134.244'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.134.242'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.21.250'), ('Restore User3', 'ExploitRemoteService 10.0.134.247'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.21.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.250'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.21.250'), ('Analyse User1', 'ExploitRemoteService 10.0.21.250'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.134.252'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.134.241'), ('Analyse User1', 'ExploitRemoteService 10.0.21.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.252'), ('Analyse User1', 'ExploitRemoteService 10.0.21.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.21.250'), ('Analyse User1', 'ExploitRemoteService 10.0.134.244'), ('Analyse User1', 'ExploitRemoteService 10.0.134.244'), ('Analyse User1', 'ExploitRemoteService 10.0.134.244')], total reward: -5.699999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.122.48/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.122.60'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.122.61'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.122.53'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.122.52'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.122.55'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.122.52'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.126.2'), ('Restore User3', 'ExploitRemoteService 10.0.122.61'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.126.8'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.126.2'), ('Analyse User4', 'ExploitRemoteService 10.0.126.2'), ('Analyse User4', 'ExploitRemoteService 10.0.122.55'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.122.53'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.122.60'), ('Analyse User1', 'ExploitRemoteService 10.0.126.2'), ('Analyse User1', 'ExploitRemoteService 10.0.126.2'), ('Analyse User1', 'ExploitRemoteService 10.0.126.2'), ('Analyse User1', 'ExploitRemoteService 10.0.126.2'), ('Analyse User1', 'ExploitRemoteService 10.0.126.2'), ('Analyse User1', 'ExploitRemoteService 10.0.126.2'), ('Analyse User1', 'ExploitRemoteService 10.0.122.53'), ('Analyse User1', 'ExploitRemoteService 10.0.126.8'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.122.53'), ('Analyse User1', 'ExploitRemoteService 10.0.126.8')], total reward: -5.6000000000000005
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.159.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.159.18'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.159.21'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.159.30'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.159.17'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.159.19'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.159.30'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.159.19'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.190.248'), ('Restore User3', 'ExploitRemoteService 10.0.190.248'), ('Analyse User1', 'ExploitRemoteService 10.0.159.17'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.159.21'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.190.252'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.159.18'), ('Analyse User1', 'ExploitRemoteService 10.0.190.248'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('Analyse User1', 'ExploitRemoteService 10.0.190.252'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.190.252'), ('Analyse User1', 'ExploitRemoteService 10.0.190.252'), ('Analyse User1', 'ExploitRemoteService 10.0.159.18'), ('Analyse User1', 'ExploitRemoteService 10.0.159.18'), ('Analyse User1', 'ExploitRemoteService 10.0.190.252'), ('Analyse User1', 'ExploitRemoteService 10.0.159.18'), ('Analyse User1', 'ExploitRemoteService 10.0.190.248'), ('Analyse User1', 'ExploitRemoteService 10.0.190.248')], total reward: -5.5
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.150.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.150.3'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.150.2'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.150.10'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.150.9'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.150.7'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.150.7'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.150.2'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.103.29'), ('Restore User1', 'ExploitRemoteService 10.0.150.10'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.103.28'), ('Analyse User1', 'ExploitRemoteService 10.0.103.29'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.150.3'), ('Analyse User1', 'ExploitRemoteService 10.0.103.28'), ('Analyse User1', 'ExploitRemoteService 10.0.103.29'), ('Analyse User1', 'ExploitRemoteService 10.0.150.3'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.103.28'), ('Analyse User1', 'ExploitRemoteService 10.0.150.9'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.150.3'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.150.3'), ('Analyse User1', 'ExploitRemoteService 10.0.150.3'), ('Analyse User1', 'ExploitRemoteService 10.0.103.29'), ('Analyse User1', 'ExploitRemoteService 10.0.103.29')], total reward: -7.6
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.117.160/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.117.166'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.117.169'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.117.174'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.117.161'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.117.165'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.117.169'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.68.219'), ('Restore User3', 'ExploitRemoteService 10.0.117.166'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.68.219'), ('Analyse User1', 'ExploitRemoteService 10.0.68.219'), ('Analyse User1', 'ExploitRemoteService 10.0.117.161'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.68.221'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.221'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.165'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.117.166'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.117.174'), ('Analyse User1', 'ExploitRemoteService 10.0.68.219'), ('Analyse User1', 'ExploitRemoteService 10.0.117.166'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.68.221'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.68.221'), ('Analyse User1', 'ExploitRemoteService 10.0.68.219'), ('Analyse User1', 'ExploitRemoteService 10.0.68.221'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.166'), ('Restore User2', 'PrivilegeEscalate User2')], total reward: -5.9
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.173.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.173.229'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.173.228'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.173.238'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.173.235'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.173.236'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.173.235'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.39.8'), ('Restore User3', 'ExploitRemoteService 10.0.173.236'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.173.228'), ('Analyse User1', 'ExploitRemoteService 10.0.173.238'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.39.8'), ('Analyse User1', 'ExploitRemoteService 10.0.173.236'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.39.8'), ('Analyse User1', 'ExploitRemoteService 10.0.173.236'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.39.8'), ('Analyse User1', 'ExploitRemoteService 10.0.173.236'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.39.8'), ('Analyse User1', 'ExploitRemoteService 10.0.173.229'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.39.1'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.173.236'), ('Analyse User1', 'ExploitRemoteService 10.0.39.1'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.39.1'), ('Analyse User1', 'ExploitRemoteService 10.0.39.8')], total reward: -5.6000000000000005
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.24.128/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.24.134'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.24.133'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.24.131'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.24.142'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.24.130'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.24.142'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.24.142'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.24.131'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.24.134'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Remove Enterprise1', 'DiscoverNetworkServices 10.0.205.121'), ('Restore User1', 'ExploitRemoteService 10.0.205.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.133'), ('Analyse Enterprise1', 'PrivilegeEscalate User3'), ('Restore User3', 'DiscoverNetworkServices 10.0.205.119'), ('Analyse User1', 'ExploitRemoteService 10.0.205.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.119'), ('Analyse User1', 'ExploitRemoteService 10.0.205.119'), ('Analyse User1', 'ExploitRemoteService 10.0.24.142'), ('Analyse User1', 'ExploitRemoteService 10.0.205.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.130'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.24.142'), ('Analyse User1', 'ExploitRemoteService 10.0.205.121'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.119'), ('Analyse User1', 'ExploitRemoteService 10.0.205.119'), ('Analyse User1', 'ExploitRemoteService 10.0.24.142'), ('Analyse User1', 'ExploitRemoteService 10.0.205.119')], total reward: -3.7
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.209.112/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.209.116'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.209.122'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.209.118'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.209.120'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.209.124'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.209.120'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.180.62'), ('Restore User3', 'ExploitRemoteService 10.0.209.122'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.209.122'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.180.62'), ('Analyse User1', 'ExploitRemoteService 10.0.209.124'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.209.116'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.180.49'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.209.122'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.180.62'), ('Analyse User4', 'ExploitRemoteService 10.0.209.122'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.180.49'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.209.122'), ('Remove Enterprise1', 'PrivilegeEscalate User2'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.180.62'), ('Analyse User4', 'ExploitRemoteService 10.0.180.49'), ('Restore Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Analyse User1', 'ExploitRemoteService 10.0.209.118'), ('Analyse User4', 'ExploitRemoteService 10.0.180.62'), ('Analyse User1', 'ExploitRemoteService 10.0.180.62')], total reward: -5.3
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.47.112/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.47.120'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.47.118'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.47.121'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.47.116'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.47.123'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.47.123'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.47.123'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.47.121'), ('Remove Enterprise1', 'PrivilegeEscalate User3'), ('Analyse User4', 'DiscoverNetworkServices 10.0.168.212'), ('Restore User3', 'ExploitRemoteService 10.0.47.120'), ('Analyse User1', 'ExploitRemoteService 10.0.47.116'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.168.213'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.47.123'), ('Analyse User1', 'ExploitRemoteService 10.0.168.213'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.47.123'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.168.212'), ('Analyse User1', 'ExploitRemoteService 10.0.47.118'), ('Analyse User4', 'PrivilegeEscalate User4'), ('Restore User4', 'ExploitRemoteService 10.0.168.213'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.47.123'), ('Analyse User1', 'ExploitRemoteService 10.0.168.212'), ('Analyse User1', 'ExploitRemoteService 10.0.168.213'), ('Analyse User1', 'ExploitRemoteService 10.0.168.212'), ('Analyse User1', 'ExploitRemoteService 10.0.168.212'), ('Analyse User1', 'ExploitRemoteService 10.0.47.123')], total reward: -4.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.47.144/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.47.151'), ('DecoyHarakaSMPT Enterprise0', 'DiscoverNetworkServices 10.0.47.149'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.47.148'), ('DecoyTomcat Enterprise0', 'DiscoverNetworkServices 10.0.47.153'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.47.150'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User0'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.47.148'), ('Remove Enterprise1', 'PrivilegeEscalate User4'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.172.11'), ('Restore User4', 'ExploitRemoteService 10.0.47.150'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.172.11'), ('Restore Enterprise0', 'PrivilegeEscalate Enterprise0'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.172.11'), ('Restore Enterprise0', 'ExploitRemoteService 10.0.172.11'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.172.11'), ('Restore Enterprise0', 'ExploitRemoteService 10.0.47.149'), ('Analyse User1', 'ExploitRemoteService 10.0.47.150'), ('Remove Enterprise1', 'ExploitRemoteService 10.0.47.151'), ('Remove Enterprise1', 'PrivilegeEscalate User1'), ('Restore User1', 'DiscoverNetworkServices 10.0.172.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.11'), ('Analyse User1', 'ExploitRemoteService 10.0.172.11'), ('Analyse User1', 'ExploitRemoteService 10.0.172.11'), ('Analyse User1', 'ExploitRemoteService 10.0.47.150'), ('Restore User2', 'PrivilegeEscalate User2'), ('Analyse User1', 'ExploitRemoteService 10.0.172.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.172.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.47.153')], total reward: -6.599999999999999
