steps: 30, adversary: B_lineAgent, mean: -4.4346, standard deviation 2.402310124428968
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.214.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.214.187'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.214.187'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.120.158'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.214.187'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.155'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.120.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.120.144/28'), ('DecoyFemitter Enterprise1', 'DiscoverNetworkServices 10.0.120.155')], total reward: -6.799999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.38.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.38.183'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.38.183'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.58.232'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.38.183'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.38.183'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.38.183'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.38.183'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.58.232'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.58.232'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.58.224/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.58.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.58.238'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.58.232'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.38.183'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.58.232')], total reward: -4.799999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.150.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.150.241'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.150.241'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.237.35'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.237.35'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.150.241'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.35'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.35'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.150.241'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.35'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.35'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.150.241'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.35'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.35'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.237.32/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.41'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.35'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.150.241'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.237.35'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.237.35'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.237.32/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.237.41')], total reward: -6.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.117.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.117.245'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.117.245'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.6.167'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.6.167'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.6.167'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.6.167'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.6.167'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.6.167'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.117.245'), ('Analyse Enterprise1', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.6.167')], total reward: -2.600000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.24.240/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.24.241'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.24.241'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.236.197'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.241'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.241'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.241'), ('Remove User4', 'ExploitRemoteService 10.0.24.241'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.241'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.241'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.236.197'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.241'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.236.197')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.8.96/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.8.103'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.8.103'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.114.187'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.114.187'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.8.103'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.103'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.103'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.103'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.103'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4'), ('Remove User4', 'DiscoverNetworkServices 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.8.103'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.114.187'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.114.187')], total reward: -2.700000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.203.16/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.203.25'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.203.25'), ('DecoyFemitter Enterprise1', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.192.27'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.192.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.203.25'), ('Analyse Enterprise1', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.192.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.192.27'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.192.16/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.192.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.192.28'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.192.27'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.203.25'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.192.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.192.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.203.25'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.192.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.192.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.203.25'), ('Analyse User2', 'PrivilegeEscalate User1'), ('Analyse User2', 'DiscoverNetworkServices 10.0.192.27'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.192.27'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.192.16/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.192.28')], total reward: -6.799999999999999
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.84.64/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.84.66'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.84.66'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.234.171'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.234.171'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.66'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.234.171'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.234.171'), ('DecoyFemitter Enterprise2', 'PrivilegeEscalate Enterprise1'), ('Restore Enterprise1', 'DiscoverRemoteSystems 10.0.234.160/28'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.234.161'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.234.161'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.234.171'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.84.66'), ('Analyse User2', 'ExploitRemoteService 10.0.84.66')], total reward: -3.8000000000000007
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.205.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.205.230'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.205.230'), ('DecoyTomcat Enterprise0', 'ExploitRemoteService 10.0.205.230'), ('DecoyVsftpd Enterprise0', 'PrivilegeEscalate User3'), ('DecoyApache Enterprise0', 'DiscoverNetworkServices 10.0.42.6'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.230'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.230'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.230'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.230'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.230'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.42.6'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.205.230'), ('Remove User4', 'ExploitRemoteService 10.0.205.230'), ('Analyse User1', 'PrivilegeEscalate User3')], total reward: -2.700000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.106.112/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.106.125'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.106.125'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.79.85'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.79.85'), ('DecoyVsftpd User3', 'ExploitRemoteService 10.0.106.125'), ('Analyse User1', 'PrivilegeEscalate User4'), ('DecoySSHD User3', 'DiscoverNetworkServices 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.125'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.125'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.125'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.125'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.106.125'), ('Analyse User1', 'PrivilegeEscalate User4'), ('Analyse User2', 'DiscoverNetworkServices 10.0.79.85'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.79.85')], total reward: -2.800000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.53.224/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.53.226'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.53.226'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.24.158'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.24.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.24.144/28'), ('DecoyVsftpd User3', 'DiscoverNetworkServices 10.0.24.155'), ('Analyse User1', 'ExploitRemoteService 10.0.24.155'), ('Analyse User1', 'ExploitRemoteService 10.0.24.158'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.53.226'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.24.158'), ('DecoySSHD User3', 'ExploitRemoteService 10.0.24.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.226'), ('Remove User4', 'PrivilegeEscalate User4'), ('Analyse User1', 'DiscoverNetworkServices 10.0.24.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.158'), ('Analyse Enterprise1', 'PrivilegeEscalate Enterprise0'), ('Restore Enterprise0', 'DiscoverRemoteSystems 10.0.24.144/28'), ('Analyse User1', 'DiscoverNetworkServices 10.0.24.155'), ('Analyse User1', 'ExploitRemoteService 10.0.24.155'), ('Analyse User1', 'ExploitRemoteService 10.0.24.158'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.53.226'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User4'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.24.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.24.158'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.53.226'), ('DecoyApache Enterprise0', 'PrivilegeEscalate User4')], total reward: -6.799999999999997
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.143.0/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.143.2'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.143.2'), ('DecoyFemitter Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse User2', 'ExploitRemoteService 10.0.143.2'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse User2', 'DiscoverNetworkServices 10.0.166.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.166.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.166.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.166.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse User2', 'PrivilegeEscalate User2'), ('Analyse Enterprise1', 'DiscoverNetworkServices 10.0.166.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.166.123'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.143.2'), ('Analyse User2', 'PrivilegeEscalate User2')], total reward: -2.500000000000001
actions: [('DecoyFemitter User2', 'DiscoverRemoteSystems 10.0.13.176/28'), ('DecoyTomcat User2', 'DiscoverNetworkServices 10.0.13.180'), ('DecoyHarakaSMPT Enterprise0', 'ExploitRemoteService 10.0.13.180'), ('DecoyTomcat Enterprise0', 'PrivilegeEscalate User3'), ('DecoyVsftpd Enterprise0', 'DiscoverNetworkServices 10.0.151.164'), ('DecoyFemitter Enterprise2', 'ExploitRemoteService 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.180'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.180'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.180'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.180'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.180'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.13.180'), ('Analyse User1', 'PrivilegeEscalate User3'), ('Remove User4', 'DiscoverNetworkServices 10.0.151.164'), ('Analyse Enterprise1', 'ExploitRemoteService 10.0.151.164')], total reward: -2.800000000000001
